Character A,Character B,Image count,Earliest appearance,Total upvotes,Upvotes per day,Total Wilson score,Wilson per day,Images per day
Starlight Glimmer,Tree Hugger,63,2015-11-25 20:30:29.649000+00:00,1091,0.8979423868312757,-103,-0.08477366255144032,0.05185185185185185
Dinky Hooves,Ruby Pinch,18,2012-09-14 04:20:34+00:00,2132,0.8950461796809404,2003,0.8408900083963057,0.007556675062972292
Juniper Montage,Sour Sweet,14,2017-12-06 11:13:35.728000+00:00,423,0.8942917547568711,362,0.7653276955602537,0.02959830866807611
Queen Novo,Seaspray,2,2018-07-17 21:20:55.575000+00:00,223,0.892,212,0.848,0.008
Coloratura,Sapphire Shores,7,2015-11-22 06:23:34.669000+00:00,1084,0.8899835796387521,1026,0.8423645320197044,0.005747126436781609
Derpy Hooves,Princess Celestia,11,2012-01-15 20:36:23+00:00,2305,0.878095238095238,2249,0.8567619047619047,0.004190476190476191
Pinkie Pie,Princess Cadance,7,2015-08-13 06:37:15.235000+00:00,1149,0.8711144806671721,1105,0.8377558756633814,0.00530705079605762
Princess Ember,Princess Flurry Heart,6,2016-10-06 19:59:13.311000+00:00,780,0.8676307007786429,722,0.8031145717463849,0.006674082313681869
Braeburn,Rarity,24,2012-06-25 15:59:51+00:00,2134,0.8664230613073488,1915,0.7775071051563135,0.0097442143727162
Applejack,Prince Blueblood,54,2012-07-07 16:17:28+00:00,2114,0.8625050999592003,1853,0.7560179518563851,0.022031823745410038
Sour Sweet,Twilight Sparkle,12,2015-10-06 02:40:52.215000+00:00,1083,0.8561264822134388,1040,0.8221343873517787,0.009486166007905139
Trenderhoof,Vignette Valencia,6,2018-07-08 06:23:15.738000+00:00,220,0.8494208494208494,203,0.7837837837837838,0.023166023166023165
Lightning Dust,Trixie,21,2012-12-16 23:32:11.014000+00:00,1944,0.8492791612057667,1857,0.8112712975098296,0.009174311926605505
Coloratura,Spike,2,2016-12-01 05:05:24.646000+00:00,700,0.830367734282325,686,0.8137603795966786,0.002372479240806643
Terramar,Thorax,1,2018-12-20 22:14:47.460000+00:00,78,0.8297872340425532,75,0.7978723404255319,0.010638297872340425
Hoity Toity,Photo Finish,25,2012-02-26 04:08:10+00:00,2132,0.8253968253968254,2054,0.7951993805652342,0.009678668215253582
Cheerilee,Sugar Belle,7,2017-06-28 20:44:16.871000+00:00,517,0.8154574132492114,494,0.7791798107255521,0.011041009463722398
Big Macintosh,Double Diamond,3,2015-12-23 23:47:37.356000+00:00,967,0.814658803706824,949,0.7994945240101096,0.002527379949452401
Double Diamond,Twilight Sparkle,16,2015-12-31 13:20:54.523000+00:00,949,0.804919423240034,806,0.6836301950805768,0.013570822731128074
Tree Hugger,Troubleshoes Clyde,16,2015-07-06 21:02:20.486000+00:00,1080,0.7958732498157701,1005,0.7406042741341193,0.011790714812085483
Caramel,Pokey Pierce,17,2012-11-04 10:05:35+00:00,1837,0.788073788073788,1683,0.722007722007722,0.007293007293007293
Flash Sentry,Fluttershy,38,2013-08-11 12:56:52.767000+00:00,1605,0.7825450999512433,810,0.39492930277913213,0.018527547537786446
Princess Celestia,Princess Ember,5,2016-11-25 07:06:57.468000+00:00,663,0.7809187279151943,649,0.7644287396937574,0.005889281507656066
Braeburn,Twilight Sparkle,31,2012-07-15 03:03:55+00:00,1904,0.7793696275071633,1697,0.6946377404830127,0.012689316414244782
Sour Sweet,Sunny Flare,19,2015-12-10 20:06:26.131000+00:00,931,0.7758333333333334,887,0.7391666666666666,0.015833333333333335
Ocean Flow,Sky Beak,5,2018-04-21 16:04:37.445000+00:00,260,0.771513353115727,256,0.7596439169139466,0.01483679525222552
Pipsqueak,Rumble,7,2013-11-26 02:17:41.014000+00:00,1493,0.7680041152263375,1458,0.75,0.00360082304526749
Cayenne,Citrus Blush,13,2016-09-13 19:20:08.762000+00:00,706,0.7657266811279827,665,0.7212581344902386,0.014099783080260303
Rainbow Dash,Wind Rider,4,2015-09-27 20:57:26.561000+00:00,970,0.7613814756671899,923,0.7244897959183674,0.0031397174254317113
Princess Skystar,Tempest Shadow,8,2017-02-25 00:33:20.061000+00:00,573,0.7569352708058125,545,0.7199471598414795,0.010568031704095112
Shining Armor,Thunderlane,5,2013-05-30 13:38:03.504000+00:00,1594,0.7504708097928436,1560,0.7344632768361582,0.0023540489642184556
Big Macintosh,Prince Blueblood,23,2012-07-23 08:10:10+00:00,1812,0.7441478439425051,1579,0.6484599589322382,0.00944558521560575
Princess Celestia,Snails,13,2012-06-26 13:13:12+00:00,1811,0.7355808285946385,1740,0.7067424857839155,0.005280259951259139
Fire Streak,Rainbow Dash,4,2016-04-13 11:15:23.254000+00:00,790,0.7348837209302326,747,0.6948837209302325,0.0037209302325581397
Mean Applejack,Mean Rainbow Dash,1,2019-01-31 00:00:52.732000+00:00,38,0.7307692307692307,33,0.6346153846153846,0.019230769230769232
Saffron Masala,Twilight Sparkle,27,2018-07-24 16:41:42.841000+00:00,177,0.7283950617283951,-238,-0.9794238683127572,0.1111111111111111
Dinky Hooves,Scootaloo,35,2012-11-22 13:23:35+00:00,1684,0.7280587980977086,1510,0.6528318201469953,0.015131863380890618
King Sombra,Spike,9,2012-11-11 16:07:05+00:00,1689,0.7267641996557659,1588,0.6833046471600689,0.00387263339070568
Quibble Pants,Twilight Sparkle,9,2016-08-13 19:16:08.404000+00:00,691,0.7250786988457503,629,0.6600209863588667,0.00944386149003148
Maud Pie,Thorax,3,2016-08-20 21:34:50.648000+00:00,674,0.7124735729386892,667,0.7050739957716702,0.003171247357293869
Aria Blaze,Trixie,27,2014-07-30 12:05:42.215000+00:00,1196,0.7043580683156655,1063,0.6260306242638398,0.015901060070671377
Button Mash,Ruby Pinch,9,2015-06-13 18:45:00.377000+00:00,965,0.6992753623188406,892,0.6463768115942029,0.006521739130434782
Meadowbrook,Somnambula,2,2017-11-12 10:40:22.008000+00:00,347,0.6981891348088531,346,0.6961770623742455,0.004024144869215292
Diamond Tiara,Dinky Hooves,6,2014-11-14 08:19:24.931000+00:00,1108,0.6964173475801383,1063,0.6681332495285983,0.003771213073538655
Applejack,Discord,18,2012-07-08 22:21:13+00:00,1688,0.6889795918367347,1618,0.6604081632653062,0.007346938775510204
Coco Pommel,Flash Sentry,13,2014-12-10 22:23:58.496000+00:00,1077,0.6881789137380192,959,0.612779552715655,0.008306709265175719
Tree Hugger,Zecora,7,2015-10-18 15:05:41.807000+00:00,860,0.6863527533918595,825,0.6584197924980048,0.00558659217877095
Lucky Clover,Wild Fire,19,2012-06-03 18:35:59+00:00,1678,0.675251509054326,1612,0.648692152917505,0.007645875251509054
Octavia Melody,Prince Blueblood,7,2014-11-23 18:48:35.351000+00:00,1068,0.6750948166877371,1029,0.6504424778761062,0.004424778761061947
Apple Fritter,Flitter,6,2014-11-23 17:29:51.839000+00:00,1044,0.6599241466498104,1031,0.6517067003792667,0.0037926675094816687
Queen Chrysalis,Sunset Shimmer,1,2017-01-09 22:07:39.007000+00:00,527,0.6554726368159204,521,0.6480099502487562,0.0012437810945273632
Pinkie Pie,Queen Chrysalis,12,2012-07-23 23:07:02+00:00,1592,0.6537987679671458,1533,0.6295687885010267,0.004928131416837783
Lily Lace,Sunshine Smiles,10,2017-10-15 06:15:14.356000+00:00,343,0.6533333333333333,283,0.539047619047619,0.01904761904761905
Diamond Tiara,Pipsqueak,20,2012-09-20 15:28:23+00:00,1545,0.6502525252525253,1362,0.5732323232323232,0.008417508417508417
Party Favor,Sunburst,1,2018-11-02 10:55:22.300000+00:00,92,0.647887323943662,92,0.647887323943662,0.007042253521126761
Ruby Pinch,Sweetie Belle,3,2016-03-05 01:23:50.727000+00:00,719,0.6454219030520646,704,0.6319569120287253,0.0026929982046678637
Apple Bloom,Twist,12,2012-06-17 22:14:48+00:00,1594,0.6450829623634157,1422,0.575475515985431,0.004856333468231485
Pinkie Pie,Princess Flurry Heart,2,2016-03-30 12:22:48.046000+00:00,699,0.6418732782369146,675,0.6198347107438017,0.0018365472910927456
Snails,Spike,11,2012-07-04 23:32:30+00:00,1567,0.6385493072534637,1458,0.5941320293398533,0.004482477587612062
Cloudchaser,Rarity,5,2013-11-29 01:23:11.536000+00:00,1235,0.6362699639361155,1221,0.6290571870170015,0.002575991756826378
Moondancer,Prince Blueblood,9,2017-05-09 19:06:55.725000+00:00,434,0.6345029239766082,401,0.5862573099415205,0.013157894736842105
Moondancer,Rarity,3,2016-10-01 10:46:58.866000+00:00,573,0.6338495575221239,565,0.625,0.00331858407079646
Derpy Hooves,Vinyl Scratch,9,2012-06-27 23:21:49+00:00,1550,0.6298252742787485,1480,0.6013815522145469,0.0036570499796830555
Minuette,Roseluck,5,2013-11-02 06:49:48.374000+00:00,1238,0.6290650406504065,1210,0.6148373983739838,0.002540650406504065
Applejack,Flam,12,2012-07-07 17:25:46+00:00,1540,0.6283149734802121,1439,0.5871073031415749,0.004895960832313341
Autumn Leaf,Lemon Hearts,8,2016-05-14 15:31:31.681000+00:00,647,0.6197318007662835,642,0.6149425287356322,0.007662835249042145
Blossomforth,Cloud Kicker,14,2012-07-06 22:50:14+00:00,1506,0.6141924959216966,1468,0.598694942903752,0.005709624796084829
Double Diamond,Rainbow Dash,7,2015-06-09 21:06:19.851000+00:00,848,0.6127167630057804,825,0.5960982658959537,0.0050578034682080926
Lord Tirek,Princess Celestia,5,2014-06-19 22:42:36.004000+00:00,1056,0.6072455434157562,998,0.5738930419781484,0.002875215641173088
Maud Pie,Tree Hugger,11,2015-05-16 16:54:20.447000+00:00,852,0.6051136363636364,830,0.5894886363636364,0.0078125
Comet Tail,Moondancer,18,2015-08-11 17:12:47.361000+00:00,786,0.595003785011355,642,0.48599545798637395,0.013626040878122634
Big Macintosh,Spitfire,29,2012-09-01 22:27:01+00:00,1411,0.5891440501043841,1353,0.5649269311064719,0.012108559498956159
Derpy Hooves,Rarity,26,2012-01-22 02:10:06+00:00,1530,0.5844155844155844,1466,0.5599694423223835,0.009931245225362872
Cheerilee,Rarity,5,2012-02-17 02:00:22+00:00,1511,0.5829475308641975,1492,0.5756172839506173,0.0019290123456790122
Cheerilee,Trixie,9,2012-08-19 06:29:03+00:00,1400,0.5813953488372093,1372,0.5697674418604651,0.003737541528239203
Minty,Pinkie Pie,31,2012-06-21 02:14:28+00:00,1429,0.5792460478313741,1366,0.5537089582488853,0.01256586947709769
Limestone Pie,Trixie,6,2016-07-07 22:44:20.067000+00:00,572,0.5777777777777777,533,0.5383838383838384,0.006060606060606061
Rarity,Sourpuss,7,2014-04-11 16:10:07.524000+00:00,1037,0.5735619469026548,991,0.5481194690265486,0.0038716814159292035
Gloriosa Daisy,Twilight Sparkle,11,2016-10-07 15:48:02.097000+00:00,499,0.5556792873051225,412,0.45879732739420936,0.012249443207126948
Apple Bloom,Cheerilee,3,2012-08-04 21:42:34+00:00,1344,0.5546842756912918,1326,0.5472554684275691,0.0012381345439537762
Prince Blueblood,Rain Shine,1,2018-12-13 18:41:47.794000+00:00,56,0.5544554455445545,53,0.5247524752475248,0.009900990099009901
Cozy Glow,Spike,4,2018-10-18 12:09:08.405000+00:00,87,0.554140127388535,-2,-0.012738853503184714,0.025477707006369428
Lemon Zest,Sunny Flare,10,2015-06-15 02:12:43.207000+00:00,751,0.5449927431059507,715,0.5188679245283019,0.00725689404934688
Party Favor,Starlight Glimmer,5,2015-04-27 07:58:37.674000+00:00,777,0.5444989488437281,729,0.5108619481429573,0.00350385423966363
Scootaloo,Silver Spoon,13,2012-06-23 03:01:29+00:00,1326,0.5379310344827586,1224,0.496551724137931,0.005273833671399594
Moondancer,Trixie,11,2016-02-24 22:43:31.955000+00:00,601,0.5346975088967971,530,0.47153024911032027,0.009786476868327402
Double Diamond,Pinkie Pie,3,2018-06-19 11:05:12.457000+00:00,148,0.5323741007194245,99,0.35611510791366907,0.01079136690647482
Adagio Dazzle,Fluttershy,9,2014-10-25 02:28:51.855000+00:00,850,0.5276225946617008,797,0.49472377405338297,0.00558659217877095
Peachy Sweet,Rover,2,2018-11-07 08:48:33.051000+00:00,72,0.5255474452554745,62,0.45255474452554745,0.014598540145985401
Flash Sentry,Lightning Dust,8,2014-01-30 05:45:48.987000+00:00,982,0.5226184140500266,915,0.4869611495476317,0.004257583821181479
Adagio Dazzle,Rarity,8,2015-07-20 15:27:26.866000+00:00,698,0.5197319434102755,622,0.4631422189128816,0.005956813104988831
Soarin',Zephyr Breeze,5,2016-06-06 19:00:22.942000+00:00,529,0.5181194906953966,464,0.4544564152791381,0.004897159647404506
Nurse Redheart,Vinyl Scratch,2,2014-01-13 21:22:21.100000+00:00,982,0.5179324894514767,974,0.5137130801687764,0.0010548523206751054
Featherweight,Sweetie Belle,12,2012-08-20 19:54:46+00:00,1246,0.5176568342334856,1190,0.4943913585375987,0.004985459077690071
Featherweight,Zippoorwhill,8,2014-02-16 10:06:01.286000+00:00,961,0.5161117078410311,913,0.49033297529538133,0.004296455424274973
Prince Blueblood,Screwball,6,2015-10-25 17:08:12.304000+00:00,642,0.5152487961476726,522,0.4189406099518459,0.004815409309791332
Applejack,Octavia Melody,9,2013-01-31 00:49:15.380000+00:00,1127,0.502452073116362,1094,0.4877396344181899,0.004012483281319661
Snips,Spike,8,2012-11-25 19:11:52+00:00,1160,0.5021645021645021,1030,0.4458874458874459,0.003463203463203463
Prince Blueblood,Rainbow Dash,21,2012-07-07 16:24:37+00:00,1229,0.5014279885760914,1131,0.4614443084455324,0.008567931456548347
Carrot Top,Rarity,6,2012-06-19 12:34:45+00:00,1215,0.49210206561360875,1204,0.48764682057513165,0.002430133657351154
Quibble Pants,Zephyr Breeze,7,2016-08-03 17:12:45.045000+00:00,473,0.49117341640706125,433,0.44963655244029077,0.007268951194184839
Octavia Melody,Shady Daze,7,2013-04-22 21:34:02.313000+00:00,1058,0.48936170212765956,1017,0.4703977798334875,0.0032377428307123032
Queen Chrysalis,Sweetie Belle,6,2013-12-16 13:37:31.662000+00:00,929,0.48284823284823286,880,0.4573804573804574,0.0031185031185031187
Sugarcoat,Sunny Flare,2,2016-08-29 21:18:41.990000+00:00,449,0.4791889007470651,440,0.4695837780149413,0.0021344717182497333
Princess Celestia,Principal Abacus Cinch,12,2015-12-13 23:29:25.787000+00:00,551,0.4603174603174603,424,0.35421888053467,0.010025062656641603
Flim,Trixie,12,2012-06-26 18:41:31+00:00,1132,0.45978878960194963,1066,0.4329813160032494,0.00487408610885459
Button Mash,Pipsqueak,2,2014-11-29 13:05:21.129000+00:00,717,0.4549492385786802,699,0.44352791878172587,0.0012690355329949238
Dumbbell,Lightning Dust,26,2013-08-31 14:50:34.141000+00:00,920,0.4529788281634663,651,0.3205317577548006,0.012801575578532743
Flash Sentry,Lemon Zest,8,2015-11-22 02:43:09.418000+00:00,550,0.451559934318555,369,0.30295566502463056,0.006568144499178982
Lyra Heartstrings,Pinkie Pie,8,2012-06-28 09:43:10+00:00,1101,0.4475609756097561,1044,0.424390243902439,0.0032520325203252032
Apple Bloom,First Base,7,2014-03-12 10:53:28.735000+00:00,803,0.4368879216539717,689,0.3748639825897715,0.003808487486398259
Cheerilee,Queen Chrysalis,1,2017-05-05 09:24:05.280000+00:00,298,0.4331395348837209,296,0.43023255813953487,0.0014534883720930232
Lemon Zest,Lemonade Blues,16,2015-10-13 23:44:09.907000+00:00,543,0.431637519872814,428,0.34022257551669316,0.012718600953895072
Rarity,Sour Sweet,5,2018-02-19 20:04:34.287000+00:00,171,0.4296482412060301,148,0.37185929648241206,0.01256281407035176
Silver Spoon,Strike,11,2013-11-02 05:02:04.893000+00:00,836,0.4247967479674797,776,0.3943089430894309,0.005589430894308943
Scootaloo,Tender Taps,2,2016-08-01 21:20:38.250000+00:00,408,0.4227979274611399,395,0.40932642487046633,0.002072538860103627
Cloudchaser,Spike,10,2012-06-20 04:40:43+00:00,1043,0.4226094003241491,940,0.38087520259319285,0.004051863857374392
Sonata Dusk,Sour Sweet,2,2016-08-11 14:28:52.970000+00:00,403,0.42198952879581153,400,0.418848167539267,0.0020942408376963353
Limestone Pie,Soarin',6,2015-10-28 12:19:00.007000+00:00,513,0.412711182622687,458,0.3684633950120676,0.004827031375703942
King Sombra,Maud Pie,7,2016-02-16 02:31:09.179000+00:00,464,0.4098939929328622,409,0.36130742049469966,0.006183745583038869
Cheerilee,Mayor Mare,4,2012-09-12 16:39:36+00:00,969,0.40645973154362414,946,0.39681208053691275,0.0016778523489932886
Maud Pie,Mayor Mare,3,2018-04-12 22:34:54.099000+00:00,139,0.40173410404624277,138,0.3988439306358382,0.008670520231213872
Brolly,Fluttershy,7,2013-07-13 06:32:02.590000+00:00,828,0.39807692307692305,786,0.3778846153846154,0.0033653846153846156
Rainbow Dash,Vapor Trail,5,2016-10-11 01:51:04.462000+00:00,345,0.3859060402684564,324,0.3624161073825503,0.005592841163310962
Applejack,Tree Hugger,2,2016-08-20 15:53:29.633000+00:00,361,0.38160676532769555,353,0.37315010570824525,0.0021141649048625794
Princess Celestia,Twilight Velvet,7,2012-06-18 10:34:46+00:00,937,0.3793522267206478,867,0.35101214574898787,0.002834008097165992
Flash Sentry,Sour Sweet,12,2015-07-07 03:36:16.540000+00:00,512,0.3775811209439528,273,0.2013274336283186,0.008849557522123894
Sapphire Shores,Songbird Serenade,3,2017-07-28 20:43:40.371000+00:00,227,0.3758278145695364,204,0.33774834437086093,0.004966887417218543
Applejack,Inky Rose,2,2017-08-29 21:43:18.987000+00:00,214,0.3741258741258741,201,0.3513986013986014,0.0034965034965034965
Braeburn,Hoity Toity,4,2014-03-15 00:18:36.492000+00:00,684,0.37275204359673025,649,0.3536784741144414,0.0021798365122615805
Donut Joe,Spike,2,2016-08-08 01:49:39.747000+00:00,357,0.37265135699373697,340,0.35490605427974947,0.0020876826722338203
Applejack,Lyra Heartstrings,7,2012-08-28 13:42:11+00:00,893,0.37223843268028345,830,0.3459774906210921,0.0029178824510212586
Cheerilee,Filthy Rich,1,2015-09-19 07:33:17.713000+00:00,477,0.3720748829953198,468,0.36505460218408736,0.00078003120124805
Flash Sentry,Prince Blueblood,16,2013-09-12 22:26:30.816000+00:00,743,0.3680039623576028,550,0.27241208519068844,0.0079247152055473
Lightning Dust,Twilight Sparkle,13,2014-04-24 17:39:30.233000+00:00,644,0.3587743732590529,612,0.34094707520891365,0.0072423398328690805
Cheese Sandwich,Party Favor,8,2015-04-06 15:17:13.673000+00:00,513,0.35428176795580113,477,0.3294198895027624,0.0055248618784530384
Braeburn,Saffron Masala,6,2016-07-09 13:15:21.575000+00:00,348,0.3522267206477733,328,0.3319838056680162,0.006072874493927126
King Sombra,Lord Tirek,7,2015-06-16 13:21:39.324000+00:00,482,0.35003631082062453,403,0.2926652142338417,0.005083514887436456
Cheerilee,Roseluck,2,2017-08-11 17:29:09.583000+00:00,206,0.34915254237288135,206,0.34915254237288135,0.003389830508474576
Diamond Tiara,Rumble,11,2013-10-26 01:36:04.033000+00:00,682,0.3453164556962025,588,0.2977215189873418,0.005569620253164557
Fire Streak,Misty Fly,11,2013-01-08 04:07:49.382000+00:00,780,0.3442188879082083,721,0.3181818181818182,0.0048543689320388345
Derpy Hooves,Prince Blueblood,10,2012-06-28 20:14:42+00:00,844,0.34308943089430893,774,0.3146341463414634,0.0040650406504065045
Lemon Zest,Sugarcoat,4,2016-07-17 21:12:17.974000+00:00,333,0.33979591836734696,317,0.32346938775510203,0.004081632653061225
Coloratura,Svengallop,5,2015-11-21 22:07:08.503000+00:00,411,0.33716160787530763,271,0.22231337161607875,0.004101722723543888
Trixie,Zecora,7,2012-06-21 04:55:23+00:00,830,0.3364410214835833,794,0.32184839886501826,0.002837454398054317
Maud Pie,Sugarcoat,8,2016-07-06 19:48:19.021000+00:00,326,0.32896064581231077,291,0.29364278506559033,0.008072653884964682
Minuette,Spike,12,2012-09-24 05:52:22+00:00,779,0.32841483979763914,700,0.2951096121416526,0.00505902192242833
Moondancer,Starlight Glimmer,2,2017-12-14 11:27:36.848000+00:00,152,0.32688172043010755,129,0.27741935483870966,0.004301075268817204
Fluttershy,Princess Cadance,4,2014-07-07 16:06:57.634000+00:00,559,0.32481115630447416,546,0.31725740848343986,0.002324230098779779
Cheerilee,Rumble,6,2012-09-19 07:29:49+00:00,771,0.3243584350021035,749,0.3151030710980227,0.002524190155658393
Fluttershy,Nightmare Moon,10,2012-01-23 10:29:22+00:00,847,0.32365303782957583,811,0.30989682842949945,0.0038211692777990066
Princess Luna,Spitfire,5,2012-06-21 00:09:30+00:00,798,0.32346980137819215,779,0.31576813944061616,0.002026753141467369
Moondancer,Sour Sweet,8,2016-08-30 21:30:32.286000+00:00,302,0.32264957264957267,254,0.27136752136752135,0.008547008547008548
Fluttershy,Prince Blueblood,16,2012-09-26 01:40:29+00:00,754,0.3181434599156118,670,0.28270042194092826,0.006751054852320675
Greta,Suri Polomare,1,2018-08-20 01:58:04.683000+00:00,68,0.3148148148148148,66,0.3055555555555556,0.004629629629629629
Bulk Biceps,Spike,4,2015-04-12 01:00:07.631000+00:00,441,0.3058252427184466,408,0.2829403606102635,0.0027739251040221915
Discord,Zecora,10,2014-10-10 19:21:41.814000+00:00,496,0.3050430504305043,367,0.22570725707257072,0.006150061500615006
Fluttershy,Gloriosa Daisy,2,2016-08-24 02:22:19.019000+00:00,285,0.30254777070063693,284,0.30148619957537154,0.0021231422505307855
Cheerilee,Lyra Heartstrings,5,2012-01-17 00:48:58+00:00,793,0.3023255813953488,765,0.29165078154784596,0.0019062142584826535
Discord,Smooze,5,2015-05-16 16:00:23.902000+00:00,422,0.2997159090909091,404,0.2869318181818182,0.0035511363636363635
Shadow Lock,Twilight Sparkle,18,2012-06-22 15:28:10+00:00,736,0.2984590429845904,627,0.2542579075425791,0.0072992700729927005
Cheerilee,Jasmine Leaf,1,2018-02-27 17:10:57.960000+00:00,115,0.2948717948717949,113,0.28974358974358977,0.002564102564102564
Flash Sentry,Indigo Zap,8,2015-11-07 15:06:38.387000+00:00,361,0.29278183292781834,159,0.12895377128953772,0.006488240064882401
King Sombra,Thorax,2,2017-11-26 18:11:47.476000+00:00,141,0.2919254658385093,123,0.2546583850931677,0.004140786749482402
Caramel,Discord,2,2017-01-03 14:20:32.058000+00:00,235,0.29012345679012347,229,0.28271604938271605,0.0024691358024691358
Principal Abacus Cinch,Sunny Flare,2,2016-11-30 15:21:30.738000+00:00,244,0.2890995260663507,237,0.28080568720379145,0.002369668246445498
Braeburn,Derpy Hooves,14,2012-01-22 21:34:57+00:00,755,0.28838808250572956,731,0.2792207792207792,0.0053475935828877
Pinkie Pie,Vapor Trail,1,2018-10-05 18:35:31.223000+00:00,49,0.28823529411764703,47,0.27647058823529413,0.0058823529411764705
Lemon Hearts,Minuette,2,2016-04-09 14:52:36.142000+00:00,311,0.2882298424467099,307,0.2845227062094532,0.0018535681186283596
Cherry Jubilee,Zephyr Breeze,3,2016-12-28 19:02:38.019000+00:00,234,0.2867647058823529,228,0.27941176470588236,0.003676470588235294
Coloratura,Starlight Glimmer,2,2017-03-21 10:03:43.236000+00:00,210,0.286493860845839,180,0.24556616643929058,0.002728512960436562
Limestone Pie,Twilight Sparkle,3,2016-04-29 13:55:46.063000+00:00,300,0.28328611898017,274,0.2587346553352219,0.0028328611898017
Button Mash,Crackle Pop,6,2016-11-12 20:19:46.182000+00:00,241,0.27958236658932717,216,0.2505800464037123,0.0069605568445475635
Thunderlane,Zephyr Breeze,3,2016-11-19 22:30:27.938000+00:00,239,0.2795321637426901,232,0.27134502923976606,0.0035087719298245615
Temple Chant,Zecora,11,2015-07-10 00:24:44.962000+00:00,377,0.278640059127864,339,0.25055432372505543,0.008130081300813009
Donut Joe,Rarity,16,2012-07-23 04:21:55+00:00,673,0.2763860369609856,631,0.25913757700205337,0.006570841889117043
Maud Pie,Rainbow Dash,6,2014-03-16 02:44:35.886000+00:00,494,0.2693565976008724,449,0.24482006543075246,0.003271537622682661
Cozy Glow,Lord Tirek,1,2018-10-19 03:00:20.143000+00:00,42,0.2692307692307692,12,0.07692307692307693,0.00641025641025641
Gilda,Suri Polomare,3,2016-06-23 19:01:37.574000+00:00,265,0.2639442231075697,259,0.25796812749003983,0.00298804780876494
Applejack,Fancypants,7,2013-02-08 19:24:25.407000+00:00,586,0.2621923937360179,577,0.258165548098434,0.003131991051454139
Suri Polomare,Upper Crust,1,2016-03-09 19:49:32.216000+00:00,288,0.2594594594594595,288,0.2594594594594595,0.0009009009009009009
Princess Ember,Sunburst,2,2018-06-03 23:24:56.241000+00:00,76,0.2585034013605442,46,0.1564625850340136,0.006802721088435374
Pinkie Pie,Suri Polomare,1,2018-11-16 15:53:28.217000+00:00,33,0.2578125,33,0.2578125,0.0078125
Adagio Dazzle,Rainbow Dash,3,2015-07-20 15:27:26.866000+00:00,345,0.2568875651526433,313,0.233060312732688,0.0022338049143708115
Applejack,Lily Lace,2,2018-03-06 19:59:20.203000+00:00,98,0.2558746736292428,90,0.2349869451697128,0.005221932114882507
Jasmine Leaf,Mudbriar,1,2018-12-08 14:55:48.905000+00:00,27,0.25471698113207547,22,0.20754716981132076,0.009433962264150943
Derpy Hooves,Hoops,7,2014-01-27 00:21:15.721000+00:00,474,0.2518597236981934,465,0.24707757704569608,0.0037194473963868225
Babs Seed,Snails,4,2013-04-29 00:01:15.934000+00:00,542,0.25150812064965195,530,0.2459396751740139,0.0018561484918793504
Octavia Melody,Soarin',15,2012-06-20 14:10:21+00:00,618,0.25040518638573744,598,0.24230145867098865,0.006077795786061589
Indigo Zap,Night Glider,3,2018-04-09 22:21:10.652000+00:00,87,0.2492836676217765,79,0.22636103151862463,0.008595988538681949
Comet Tail,Trixie,17,2012-10-27 01:36:26+00:00,581,0.248396750748183,470,0.20094057289439932,0.007268063274903805
Scootaloo,Snips,9,2012-08-11 21:36:52+00:00,600,0.24834437086092714,551,0.22806291390728478,0.0037251655629139072
Big Macintosh,Winona,5,2012-01-21 23:50:15+00:00,647,0.24704085528827796,615,0.23482245131729668,0.0019091256204658267
Applejack,Promontory,4,2013-12-18 12:43:55.125000+00:00,474,0.24661810613943808,459,0.23881373569198752,0.002081165452653486
Double Diamond,Lyra Heartstrings,3,2017-12-04 00:33:03.101000+00:00,117,0.2463157894736842,111,0.2336842105263158,0.00631578947368421
Pokey Pierce,Thunderlane,4,2012-12-03 07:57:34+00:00,563,0.24456993918331885,548,0.2380538662033015,0.0017376194613379669
Cheerilee,Spitfire,4,2012-07-02 21:40:57+00:00,599,0.24389250814332247,583,0.23737785016286644,0.0016286644951140066
Cloudchaser,Octavia Melody,9,2012-11-16 03:53:44+00:00,564,0.24320827943078913,541,0.23329021129797325,0.0038809831824062097
Moondancer,Tree Hugger,4,2015-10-02 04:54:43.358000+00:00,306,0.24113475177304963,281,0.2214342001576044,0.0031520882584712374
Cheese Sandwich,Trixie,10,2014-05-03 07:59:51.492000+00:00,430,0.24076147816349383,404,0.22620380739081747,0.005599104143337066
Lightning Flare,Pipsqueak,2,2017-06-22 16:11:31.494000+00:00,151,0.2359375,145,0.2265625,0.003125
Coco Pommel,Lightning Streak,3,2016-10-14 16:58:09.928000+00:00,209,0.2345679012345679,178,0.19977553310886645,0.003367003367003367
Applejack,Double Diamond,5,2017-10-19 08:46:40.823000+00:00,120,0.23032629558541268,61,0.11708253358925144,0.009596928982725527
Funnel Web,Inky Rose,1,2017-06-10 11:37:57.350000+00:00,150,0.23006134969325154,147,0.2254601226993865,0.0015337423312883436
Cheerilee,Soarin',2,2014-04-21 14:49:06.095000+00:00,410,0.22803114571746386,396,0.22024471635150167,0.0011123470522803114
Inky Rose,Rarity,2,2018-04-02 01:34:53.870000+00:00,81,0.22752808988764045,76,0.21348314606741572,0.0056179775280898875
Derpy Hooves,Ponet,13,2012-01-17 00:50:14+00:00,592,0.22569576820434617,575,0.21921463972550514,0.004956157072054899
