Character A,Character B,Image count,Earliest appearance,Total upvotes,Upvotes per day,Total Wilson score,Wilson per day,Images per day
Sunset Shimmer,Twilight Sparkle,6205,2013-02-25 01:27:30.239000+00:00,1007768,454.35888187556355,962117,433.77682596934176,2.797565374211001
Applejack,Rarity,5267,2012-01-20 02:58:05+00:00,1016839,388.10648854961835,982668,375.0641221374046,2.01030534351145
Rarity,Spike,5514,2012-01-06 03:10:14+00:00,989508,375.66742596810934,948641,360.1522399392559,2.093394077448747
Rainbow Dash,Twilight Sparkle,4647,2012-01-06 12:59:14+00:00,793124,301.1100987091875,762343,289.42406985573274,1.7642369020501139
Starlight Glimmer,Trixie,1860,2015-04-06 04:07:48.934000+00:00,399783,276.0932320441989,388192,268.08839779005524,1.2845303867403315
Applejack,Rainbow Dash,4644,2012-01-21 23:44:48+00:00,679912,259.6074837724322,646401,246.81214203894615,1.7731958762886597
Fluttershy,Rainbow Dash,3694,2012-01-02 04:15:38+00:00,651734,247.05610310841547,626236,237.3904473085671,1.400303260045489
Princess Celestia,Princess Luna,1639,2012-01-15 20:36:23+00:00,624594,237.94057142857142,605330,230.60190476190476,0.6243809523809524
Shining Armor,Twilight Sparkle,1167,2012-06-17 20:59:13+00:00,558752,226.1238365034399,542519,219.55443140428977,0.47227842978551193
Octavia Melody,Vinyl Scratch,2558,2012-01-08 14:05:50+00:00,593974,225.67401215805472,578738,219.8852583586626,0.9718844984802432
Princess Celestia,Twilight Sparkle,2225,2012-01-11 04:03:45+00:00,592737,225.46101179155573,574951,218.695701787752,0.8463294028147584
Princess Cadance,Shining Armor,2000,2012-05-27 18:13:15+00:00,492472,197.62118780096307,475723,190.90008025682184,0.8025682182985554
Trixie,Twilight Sparkle,4187,2012-01-15 19:18:54+00:00,483554,184.2110476190476,461465,175.79619047619047,1.595047619047619
Pinkie Pie,Rainbow Dash,2932,2012-01-17 06:49:24+00:00,427602,163.02020587113992,407134,155.21692718261534,1.117804041174228
Tempest Shadow,Twilight Sparkle,657,2017-07-01 17:17:57.944000+00:00,100572,159.3851030110935,96022,152.1743264659271,1.0412044374009508
Spike,Twilight Sparkle,1436,2012-06-17 22:55:28+00:00,391468,158.42492917847025,377769,152.88101983002832,0.5811412383650344
Rainbow Dash,Soarin',4146,2012-01-20 01:46:30+00:00,391014,149.24198473282442,368384,140.60458015267176,1.582442748091603
Gallus,Sandbar,268,2018-03-25 04:03:48.492000+00:00,50421,138.51923076923077,48383,132.92032967032966,0.7362637362637363
Princess Luna,Twilight Sparkle,1479,2012-01-22 00:51:14+00:00,358863,137.07524828113063,347236,132.6340718105424,0.564935064935065
Big Macintosh,Fluttershy,2319,2012-01-23 11:58:38+00:00,340127,129.96828429499428,319401,122.04852884982805,0.8861291555215896
Bright Mac,Pear Butter,576,2017-03-06 05:09:11.692000+00:00,94460,126.28342245989305,92933,124.24197860962566,0.7700534759358288
Applejack,Big Macintosh,882,2012-06-18 02:07:43+00:00,309707,125.38744939271255,297257,120.34696356275303,0.357085020242915
Starlight Glimmer,Sunburst,738,2015-11-29 09:18:14.219000+00:00,147176,121.53261767134599,142255,117.4690338563171,0.6094137076796037
Rainbow Dash,Rarity,1680,2012-01-23 10:34:38+00:00,308387,117.83989300726022,296288,113.21666029805121,0.6419564386702331
Applejack,Fluttershy,1088,2012-02-17 02:06:18+00:00,297320,114.70679012345678,288822,111.42824074074075,0.41975308641975306
Fluttershy,Rarity,1264,2012-01-24 08:55:57+00:00,294666,112.63990825688073,283815,108.49197247706422,0.4831804281345566
Rarity,Twilight Sparkle,1505,2012-02-15 02:01:21+00:00,289699,111.6804163454125,279615,107.79298380878951,0.5801850424055512
Big Macintosh,Sugar Belle,469,2016-11-14 12:49:28.233000+00:00,93565,108.79651162790698,89638,104.23023255813953,0.5453488372093023
Bow Hothoof,Windy Whistles,254,2017-05-07 15:28:52.762000+00:00,74152,108.0932944606414,72782,106.09620991253644,0.37026239067055394
Princess Ember,Spike,430,2016-04-16 15:57:45.393000+00:00,115096,107.36567164179104,111523,104.03264925373135,0.40111940298507465
Flash Sentry,Twilight Sparkle,2291,2013-04-27 04:36:43.975000+00:00,219067,101.56096430227167,179818,83.36485859990728,1.0621233194251274
Big Macintosh,Marble Pie,416,2015-10-24 16:01:15.113000+00:00,125056,100.28548516439454,121179,97.17642341619887,0.33360064153969526
Discord,Fluttershy,2177,2012-01-06 07:43:58+00:00,245027,93.02467729688686,231349,87.83181473044799,0.8264996203492787
Pinkie Pie,Twilight Sparkle,1496,2012-01-23 13:36:05+00:00,240596,91.93580435613298,231639,88.5131830340084,0.5716469239587314
Fluttershy,Pinkie Pie,1227,2012-01-22 20:50:13+00:00,233163,89.06149732620321,224303,85.67723453017571,0.46867838044308635
Stellar Flare,Sunburst,63,2017-12-17 05:38:48.132000+00:00,40243,87.10606060606061,39298,85.06060606060606,0.13636363636363635
Shining Armor,Twilight Velvet,256,2013-03-23 15:06:06.355000+00:00,177867,81.14370437956204,173949,79.35629562043796,0.11678832116788321
Fluttershy,Twilight Sparkle,1084,2012-01-16 22:44:59+00:00,212291,80.90358231707317,203620,77.59908536585365,0.41310975609756095
Starlight Glimmer,Twilight Sparkle,433,2015-03-07 16:41:22.248000+00:00,111916,75.7212449255751,108492,73.40460081190798,0.2929634641407307
Applejack,Twilight Sparkle,1014,2012-01-23 11:09:46+00:00,197026,75.2869698127627,189755,72.50859763087504,0.38746656476881924
Quibble Pants,Rainbow Dash,259,2016-07-23 02:42:08.630000+00:00,70657,72.54312114989733,68163,69.98254620123203,0.26591375770020537
Discord,Princess Celestia,1307,2012-01-17 17:48:28+00:00,171067,65.21807091117041,160886,61.33663743804804,0.4982844071673656
Adagio Dazzle,Sunset Shimmer,518,2014-08-04 09:34:24.217000+00:00,107624,63.569994093325455,104546,61.751919669226226,0.305965741287655
Rainbow Dash,Scootaloo,695,2012-01-29 22:00:48+00:00,153580,58.820375335120644,147406,56.45576407506702,0.2661815396399847
Spike,Starlight Glimmer,394,2015-04-09 06:54:44.315000+00:00,84564,58.521799307958474,80337,55.596539792387546,0.2726643598615917
Moondancer,Twilight Sparkle,262,2015-07-04 16:13:48.164000+00:00,77488,57.01839587932303,75763,55.749080206033845,0.1927888153053716
Aria Blaze,Sonata Dusk,388,2014-07-26 18:17:16.721000+00:00,95454,56.0834312573443,93625,55.008813160987074,0.22796709753231492
Rarity,Sweetie Belle,341,2012-06-17 23:52:42+00:00,130303,52.73290165924727,126045,51.009712666936466,0.13800080938891138
Smolder,Spike,106,2017-12-18 16:39:25.081000+00:00,23751,51.52060737527115,22809,49.477223427331886,0.2299349240780911
Big Macintosh,Cheerilee,747,2012-02-20 03:49:37+00:00,125844,48.6071842410197,121234,46.82657396678254,0.2885283893395133
Gallus,Silverstream,135,2018-01-07 01:59:56.057000+00:00,21303,48.30612244897959,20385,46.224489795918366,0.30612244897959184
Queen Chrysalis,Shining Armor,283,2012-06-03 19:41:10+00:00,117287,47.19798792756539,114813,46.202414486921526,0.11388329979879276
Apple Bloom,Big Macintosh,252,2012-06-17 22:20:13+00:00,116516,47.153379198704975,112347,45.466208012950226,0.10198300283286119
Maud Pie,Mudbriar,144,2018-03-17 03:08:48.297000+00:00,17014,45.736559139784944,16144,43.39784946236559,0.3870967741935484
Pinkie Pie,Rarity,717,2012-06-18 02:50:41+00:00,109644,44.390283400809714,105597,42.75182186234818,0.2902834008097166
Flash Sentry,Sunset Shimmer,1034,2013-06-23 00:49:11.357000+00:00,91677,43.65571428571429,77500,36.904761904761905,0.49238095238095236
Applejack,Spike,612,2012-01-19 16:22:15+00:00,113018,43.12018313620755,108096,41.2422739412438,0.23349866463181992
Cheese Sandwich,Pinkie Pie,879,2014-01-15 19:39:54.679000+00:00,81163,42.85269271383316,76386,40.33051742344245,0.4640971488912355
Lyra Heartstrings,Thunderlane,31,2017-01-18 23:11:26.923000+00:00,34055,42.83647798742138,33402,42.01509433962264,0.0389937106918239
Spike,Sweetie Belle,540,2012-06-17 23:19:20+00:00,102182,41.35248887090247,98091,39.696883852691215,0.21853500607041684
Coco Pommel,Rarity,231,2014-01-04 16:55:39.758000+00:00,78632,41.276640419947505,77179,40.513910761154854,0.12125984251968504
Maud Pie,Pinkie Pie,164,2014-03-13 11:37:14.864000+00:00,72350,39.38486663037561,70571,38.41643984757757,0.08927599346761024
Starlight Glimmer,Sunset Shimmer,334,2015-04-08 03:28:30.941000+00:00,56803,39.28284923928077,53702,37.138312586445366,0.23098201936376211
Maud Pie,Trixie,427,2014-04-25 01:03:47.404000+00:00,69856,38.9386845039019,68257,38.04738015607581,0.23801560758082496
Scootaloo,Sweetie Belle,408,2012-06-17 21:49:42+00:00,94862,38.390125455281265,92117,37.27923917442331,0.1651153379198705
Sky Stinger,Vapor Trail,122,2016-10-10 08:22:56.105000+00:00,33952,37.935195530726254,33341,37.25251396648045,0.13631284916201117
Applejack,Autumn Blaze,56,2018-08-26 20:35:56.915000+00:00,7879,37.51904761904762,7496,35.695238095238096,0.26666666666666666
Fluttershy,Spike,420,2012-01-22 22:00:30+00:00,95338,36.416348357524825,90649,34.62528647822766,0.16042780748663102
Apple Bloom,Sweetie Belle,257,2012-06-17 20:53:25+00:00,87276,35.32011331444759,84485,34.19061108862809,0.10400647511129098
Princess Cadance,Twilight Sparkle,230,2012-07-03 20:54:54+00:00,85336,34.760081466395114,82633,33.65906313645621,0.09368635437881874
Princess Ember,Thorax,150,2016-11-27 05:09:20.623000+00:00,29030,34.27390791027155,27670,32.66824085005903,0.1770956316410862
Applejack,Pinkie Pie,645,2012-01-22 21:39:55+00:00,87725,33.50840336134454,84664,32.33919022154316,0.2463712757830405
Adagio Dazzle,Sonata Dusk,187,2014-07-29 21:54:44.769000+00:00,56261,33.11418481459682,55280,32.53678634490877,0.11006474396703944
Diamond Tiara,Silver Spoon,353,2012-06-18 02:10:17+00:00,80452,32.57165991902834,78332,31.71336032388664,0.14291497975708503
Adagio Dazzle,Aria Blaze,250,2014-07-29 21:54:44.769000+00:00,55257,32.52324896998234,54081,31.831077104178927,0.14714537963507945
Princess Celestia,Queen Chrysalis,241,2012-06-19 22:44:19+00:00,79140,32.05346294046173,77416,31.355204536249495,0.09761036857027136
Shining Armor,Spike,129,2014-01-13 19:18:30.880000+00:00,59960,31.62447257383966,58622,30.918776371308017,0.0680379746835443
Pinkie Pie,Spike,344,2012-06-17 23:20:44+00:00,76860,31.10481586402266,73666,29.812221772561717,0.13921489275596924
Big Macintosh,Braeburn,349,2012-06-21 02:01:40+00:00,75110,30.44588569112282,71148,28.83988650182408,0.14146736927442238
Fluttershy,King Sombra,241,2012-12-23 12:08:58.434000+00:00,68841,30.166958808063104,66847,29.2931638913234,0.1056091148115688
Aloe,Lotus Blossom,152,2012-06-19 22:40:21+00:00,74094,30.009720534629405,73089,29.602673147023086,0.06156338598622924
Rainbow Dash,Spike,368,2012-06-18 01:51:56+00:00,73812,29.883400809716598,70359,28.485425101214574,0.14898785425101216
Big Macintosh,Rainbow Dash,425,2012-01-23 11:50:48+00:00,78025,29.814673290026747,74931,28.632403515475737,0.1623996943064578
Night Light,Twilight Sparkle,124,2012-06-18 16:59:15+00:00,72833,29.487044534412956,70533,28.55587044534413,0.05020242914979757
Soarin',Spitfire,536,2012-01-20 00:54:05+00:00,73261,27.962213740458015,69865,26.666030534351144,0.20458015267175572
Sonata Dusk,Sunset Shimmer,226,2014-08-19 14:59:21.581000+00:00,46725,27.84564958283671,45231,26.955303933253873,0.13468414779499405
Big Macintosh,Rarity,383,2012-01-23 11:23:40+00:00,72335,27.640427970959113,69066,26.391287734046617,0.14635078333970195
Button Mash,Sweetie Belle,498,2012-07-11 21:29:05+00:00,67511,27.589293011851247,62921,25.713526767470373,0.2035145075602779
Twilight Sparkle,Twilight Velvet,128,2012-06-18 10:34:46+00:00,67522,27.33684210526316,65836,26.65425101214575,0.051821862348178135
Apple Bloom,Applejack,183,2012-06-18 18:21:34+00:00,67479,27.319433198380565,64819,26.24251012145749,0.07408906882591093
Jack Pot,Trixie,17,2018-04-14 18:35:50.057000+00:00,9174,26.66860465116279,8939,25.98546511627907,0.04941860465116279
Rainbow Dash,Spitfire,353,2012-01-02 03:44:16+00:00,69124,26.203184230477635,66081,25.049658832448824,0.13381349507202425
Princess Luna,Shining Armor,118,2012-12-30 02:15:51.265000+00:00,59411,26.114725274725274,57883,25.443076923076923,0.05186813186813187
Braeburn,Soarin',454,2012-01-17 04:29:06+00:00,68302,26.03964925657644,64653,24.6484940907358,0.17308425467022492
Pinkie Pie,Sunset Shimmer,173,2013-11-04 00:48:33.574000+00:00,50686,25.781281790437436,49639,25.24872838250254,0.08799593082400814
Night Light,Twilight Velvet,240,2012-01-19 16:39:15+00:00,66163,25.243418542541015,64814,24.728729492560092,0.09156810377718429
Sunset Shimmer,Trixie,469,2013-05-13 18:59:14.454000+00:00,53307,24.898178421298457,50276,23.482484820177486,0.21905651564689396
Pistachio,Rarity,11,2018-10-28 18:35:01.466000+00:00,3526,23.98639455782313,3417,23.244897959183675,0.07482993197278912
Big Macintosh,Pinkie Pie,244,2012-01-23 11:50:18+00:00,62751,23.978219335116545,60536,23.131830340084065,0.09323653037829575
Big Macintosh,Twilight Sparkle,391,2012-01-22 01:40:19+00:00,62323,23.80557677616501,57473,21.95301757066463,0.14935064935064934
Timber Spruce,Twilight Sparkle,273,2016-07-08 14:58:00.532000+00:00,22713,22.96562184024267,17928,18.127401415571285,0.27603640040444893
Princess Cadance,Queen Chrysalis,179,2012-06-21 00:45:27+00:00,56567,22.929468990676934,55176,22.365626266720714,0.07255776246453181
Spike,Thorax,146,2016-07-18 20:08:32.557000+00:00,22390,22.870275791624106,21164,21.617977528089888,0.1491317671092952
Star Tracker,Twilight Sparkle,57,2017-10-07 16:10:32.194000+00:00,12099,22.69981238273921,11503,21.58161350844278,0.10694183864915573
Big Macintosh,Sweetie Belle,137,2012-06-22 21:31:03+00:00,55599,22.546228710462287,53561,21.719789132197892,0.05555555555555555
Apple Bloom,Tender Taps,203,2016-04-09 16:11:08.124000+00:00,24001,22.24374420759963,22297,20.664504170528268,0.1881371640407785
Cloudchaser,Flitter,192,2012-06-17 19:38:42+00:00,54272,21.963577498988265,52820,21.375961149332255,0.07770133549170376
Nightmare Moon,Queen Chrysalis,254,2012-06-17 19:04:33+00:00,54254,21.956292998785916,53353,21.591663294212868,0.1027923917442331
Carrot Cake,Cup Cake,248,2012-01-16 18:39:51+00:00,56450,21.51295731707317,54844,20.900914634146343,0.09451219512195122
Soarin',Thunderlane,224,2012-06-23 08:00:40+00:00,52982,21.49371196754564,51599,20.93265720081136,0.09087221095334685
Big Macintosh,Shining Armor,207,2012-07-26 00:23:12+00:00,51920,21.348684210526315,49798,20.476151315789473,0.08511513157894737
Ocellus,Sandbar,49,2018-03-29 18:44:37.350000+00:00,7652,21.255555555555556,7267,20.18611111111111,0.1361111111111111
Princess Celestia,Spike,185,2012-06-23 00:17:41+00:00,51620,20.941176470588236,49228,19.97079107505071,0.07505070993914807
Glitter Drops,Tempest Shadow,383,2018-07-29 22:35:33.870000+00:00,4954,20.81512605042017,2264,9.512605042016807,1.6092436974789917
Princess Flurry Heart,Shining Armor,42,2016-01-29 01:05:57.344000+00:00,23817,20.710434782608697,22422,19.497391304347826,0.036521739130434785
Gilda,Rainbow Dash,320,2012-01-23 16:26:16+00:00,53775,20.54833779136416,51132,19.53840275124188,0.12227741688956821
Fluttershy,Princess Luna,241,2012-06-18 06:56:01+00:00,49849,20.18178137651822,47930,19.40485829959514,0.09757085020242914
Apple Bloom,Scootaloo,211,2012-01-29 22:36:11+00:00,51883,19.87093067790119,50002,19.150517043278438,0.08081194944465722
Applejack,Coloratura,154,2015-11-21 16:25:05.498000+00:00,24146,19.808039376538147,23105,18.954060705496307,0.12633305988515175
Pinkie Pie,Princess Skystar,102,2017-10-07 20:46:46.149000+00:00,10442,19.590994371482175,9812,18.409005628517825,0.19136960600375236
Somnambula,Sphinx (Character),30,2017-07-19 05:24:41.818000+00:00,11970,19.526916802610113,11632,18.97553017944535,0.048939641109298535
Apple Bloom,Spike,322,2012-02-17 00:59:29+00:00,49799,19.212577160493826,48110,18.560956790123456,0.12422839506172839
Fluttershy,Zephyr Breeze,67,2015-07-25 21:57:51.854000+00:00,25420,18.998505231689087,24103,18.01420029895366,0.05007473841554559
Rainbow Dash,Zephyr Breeze,148,2016-06-04 16:30:01.406000+00:00,18969,18.542521994134898,16965,16.58357771260997,0.14467253176930597
Rumble,Scootaloo,428,2012-06-17 18:27:31+00:00,45322,18.341562120598947,42871,17.349656009712668,0.17320922703358965
Princess Celestia,Shining Armor,83,2012-06-29 20:26:00+00:00,44030,17.90565270435136,43031,17.499389995933306,0.033753558357055714
Fluttershy,Tree Hugger,130,2015-05-16 03:44:32.989000+00:00,24929,17.705255681818183,23877,16.95809659090909,0.09232954545454546
Princess Luna,Tempest Shadow,68,2017-10-27 09:38:00.296000+00:00,9050,17.64132553606238,8356,16.28849902534113,0.13255360623781676
Applejack,Sunset Shimmer,194,2014-02-10 01:41:37.378000+00:00,32643,17.474839400428266,31161,16.681477516059957,0.10385438972162742
Angel Bunny,Fluttershy,209,2012-02-14 22:12:51+00:00,45342,17.472832369942196,43759,16.86281310211946,0.08053949903660887
Discord,Princess Luna,282,2012-04-07 00:50:12+00:00,41600,16.365066876475215,39288,15.455546813532651,0.1109362706530291
Night Light,Princess Cadance,57,2013-05-18 17:12:54.244000+00:00,34491,16.14747191011236,33793,15.82069288389513,0.026685393258426966
Pipsqueak,Princess Luna,235,2012-01-22 21:12:47+00:00,42224,16.128342245989305,40247,15.37318563789152,0.08976317799847211
Apple Bloom,Babs Seed,151,2012-11-25 02:30:20+00:00,36267,15.7,35212,15.243290043290044,0.06536796536796537
Big Macintosh,Caramel,339,2012-02-26 04:12:23+00:00,38898,15.059233449477352,37016,14.330623306233063,0.13124274099883856
Rainbow Dash,Sweetie Belle,54,2014-12-01 02:16:54.412000+00:00,23616,15.003811944091487,22988,14.604828462515883,0.03430749682337993
Princess Cadance,Princess Celestia,80,2012-06-23 18:02:25+00:00,36810,14.933062880324544,35831,14.535902636916836,0.032454361054766734
Discord,Songbird Serenade,2,2018-09-23 23:15:49.932000+00:00,2713,14.906593406593407,2665,14.642857142857142,0.01098901098901099
Hoo'far,Trixie,64,2018-08-16 20:44:40.558000+00:00,3242,14.736363636363636,2663,12.104545454545455,0.2909090909090909
Big Macintosh,Scootaloo,75,2012-07-05 00:27:43+00:00,35958,14.658785161027314,34895,14.225438238891154,0.030574806359559722
Princess Cadance,Princess Flurry Heart,34,2016-02-01 00:44:47.772000+00:00,16758,14.6102877070619,16082,14.020924149956407,0.02964254577157803
Big Macintosh,Princess Luna,247,2012-02-11 20:26:15+00:00,37938,14.602771362586605,35907,13.821016166281755,0.09507313317936875
Double Diamond,Party Favor,102,2015-04-04 17:28:51.486000+00:00,20951,14.44896551724138,20244,13.961379310344828,0.0703448275862069
Princess Celestia,Rarity,158,2012-06-20 00:51:17+00:00,34599,14.01904376012966,33522,13.582658022690438,0.0640194489465154
Princess Cadance,Princess Luna,100,2012-06-20 17:36:41+00:00,34486,13.973257698541328,33295,13.49068071312804,0.04051863857374392
Bulk Biceps,Fluttershy,196,2013-12-14 16:45:08.681000+00:00,26722,13.874350986500518,25100,13.032191069574248,0.10176531671858775
Rainbow Dash,Sunset Shimmer,105,2013-12-05 01:15:05.503000+00:00,26808,13.854263565891474,25898,13.383979328165374,0.05426356589147287
Carrot Top,Derpy Hooves,213,2012-06-18 01:07:04+00:00,34107,13.808502024291498,33411,13.52672064777328,0.08623481781376519
Applejack,Braeburn,127,2012-02-26 04:51:42+00:00,35635,13.795973674022454,34137,13.21602787456446,0.04916763453348819
Discord,Twilight Sparkle,303,2012-06-21 03:47:37+00:00,33021,13.3850830968788,31030,12.578029995946494,0.12282124037292258
Ahuizotl,Daring Do,101,2012-09-12 16:41:53+00:00,31671,13.28481543624161,31127,13.056627516778523,0.04236577181208054
Princess Celestia,Sunset Shimmer,65,2014-02-04 20:37:05.833000+00:00,24819,13.243863393810033,23975,12.793489861259339,0.03468516542155817
Twilight Velvet,Windy Whistles,31,2017-05-14 22:51:54.002000+00:00,8942,13.169366715758468,8722,12.845360824742269,0.045655375552282766
Queen Chrysalis,Twilight Sparkle,116,2012-07-25 08:26:35+00:00,31989,13.147965474722564,30871,12.688450472667489,0.04767776407727086
King Sombra,Twilight Sparkle,238,2012-11-18 05:28:28+00:00,30102,12.991799741044455,28305,12.21622788088045,0.1027190332326284
Cloudy Quartz,Igneous Rock,351,2012-06-20 18:14:22+00:00,31979,12.95745542949757,30918,12.527552674230146,0.14222042139384117
Silverstream,Terramar,17,2018-05-09 23:06:36.015000+00:00,4129,12.943573667711599,4040,12.664576802507836,0.05329153605015674
Daring Do,Rainbow Dash,118,2012-06-19 13:36:33+00:00,31688,12.834345889023897,30700,12.434183880113407,0.0477926285945727
Discord,Pinkie Pie,425,2012-02-14 22:08:04+00:00,33235,12.80732177263969,31785,12.248554913294798,0.16377649325626203
Maud Pie,Starlight Glimmer,87,2015-04-08 15:08:05.294000+00:00,18281,12.642461964038727,17922,12.394190871369295,0.06016597510373444
Applejack,Princess Luna,104,2012-02-16 23:48:17+00:00,31377,12.100655611261088,30802,11.878904743540302,0.04010798303123795
Princess Ember,Rarity,38,2016-04-21 18:06:09.074000+00:00,12894,12.084348641049672,12092,11.332708528584817,0.03561387066541706
Sunset Shimmer,Wallflower Blush,28,2018-02-18 13:03:20.730000+00:00,4766,11.94486215538847,4549,11.401002506265664,0.07017543859649122
